typeID,effectID,isDefault
8165,11,0
8165,16,0
8165,50,0
8165,51,0
8165,56,0
8165,57,0
8165,58,0
8167,11,0
8167,16,0
8167,50,0
8167,51,0
8167,56,0
8167,57,0
8167,58,0
8169,11,0
8169,16,0
8169,50,0
8169,51,0
8169,56,0
8169,57,0
8169,58,0
8171,11,0
8171,16,0
8171,50,0
8171,51,0
8171,56,0
8171,57,0
8171,58,0
8171,1720,0
8173,11,0
8173,16,0
8173,50,0
8173,51,0
8173,56,0
8173,57,0
8173,58,0
8173,1720,0
8175,11,0
8175,16,0
8175,50,0
8175,51,0
8175,56,0
8175,57,0
8175,58,0
8175,1720,0
8177,11,0
8177,16,0
8177,50,0
8177,51,0
8177,56,0
8177,57,0
8177,58,0
8177,1720,0
8203,11,0
8203,16,0
8203,50,0
8203,51,0
8203,56,0
8203,57,0
8203,58,0
8203,1720,0
8205,11,0
8205,16,0
8205,50,0
8205,51,0
8205,56,0
8205,57,0
8205,58,0
8205,1720,0
8207,11,0
8207,16,0
8207,50,0
8207,51,0
8207,56,0
8207,57,0
8207,58,0
8207,1720,0
8209,11,0
8209,16,0
8209,50,0
8209,51,0
8209,56,0
8209,57,0
8209,58,0
8209,1720,0
8211,11,0
8211,16,0
8211,50,0
8211,51,0
8211,56,0
8211,57,0
8211,58,0
8213,11,0
8213,16,0
8213,50,0
8213,51,0
8213,56,0
8213,57,0
8213,58,0
8215,11,0
8215,16,0
8215,50,0
8215,51,0
8215,56,0
8215,57,0
8215,58,0
8217,11,0
8217,16,0
8217,50,0
8217,51,0
8217,56,0
8217,57,0
8217,58,0
8219,11,0
8219,16,0
8219,50,0
8219,51,0
8219,56,0
8219,57,0
8219,58,0
8221,11,0
8221,16,0
8221,50,0
8221,51,0
8221,56,0
8221,57,0
8221,58,0
8223,11,0
8223,16,0
8223,50,0
8223,51,0
8223,56,0
8223,57,0
8223,58,0
8225,11,0
8225,16,0
8225,50,0
8225,51,0
8225,56,0
8225,57,0
8225,58,0
8251,11,0
8251,16,0
8251,50,0
8251,51,0
8251,56,0
8251,57,0
8251,58,0
8253,11,0
8253,16,0
8253,50,0
8253,51,0
8253,56,0
8253,57,0
8253,58,0
8255,11,0
8255,16,0
8255,50,0
8255,51,0
8255,56,0
8255,57,0
8255,58,0
8257,11,0
8257,16,0
8257,50,0
8257,51,0
8257,56,0
8257,57,0
8257,58,0
8259,11,0
8259,16,0
8259,50,0
8259,51,0
8259,56,0
8259,57,0
8259,58,0
8261,11,0
8261,16,0
8261,50,0
8261,51,0
8261,56,0
8261,57,0
8261,58,0
8263,11,0
8263,16,0
8263,50,0
8263,51,0
8263,56,0
8263,57,0
8263,58,0
8265,11,0
8265,16,0
8265,50,0
8265,51,0
8265,56,0
8265,57,0
8265,58,0
8291,11,0
8291,16,0
8291,50,0
8291,51,0
8291,56,0
8291,57,0
8291,58,0
8293,11,0
8293,16,0
8293,50,0
8293,51,0
8293,56,0
8293,57,0
8293,58,0
8295,11,0
8295,16,0
8295,50,0
8295,57,0
8297,11,0
8297,16,0
8297,50,0
8297,57,0
8323,11,0
8323,16,0
8323,50,0
8323,51,0
8323,56,0
8323,57,0
8323,58,0
8325,11,0
8325,16,0
8325,50,0
8325,51,0
8325,56,0
8325,57,0
8325,58,0
8327,11,0
8327,16,0
8327,50,0
8327,51,0
8327,56,0
8327,57,0
8327,58,0
8329,11,0
8329,16,0
8329,50,0
8329,51,0
8329,56,0
8329,57,0
8329,58,0
8331,11,0
8331,16,0
8331,51,0
8331,56,0
8331,57,0
8331,58,0
8331,5461,0
8333,11,0
8333,16,0
8333,51,0
8333,56,0
8333,57,0
8333,58,0
8333,5461,0
8335,11,0
8335,16,0
8335,51,0
8335,5461,0
8337,11,0
8337,16,0
8337,51,0
8337,5461,0
8339,11,0
8339,16,0
8339,51,0
8339,56,0
8339,57,0
8339,58,0
8339,5461,0
8341,11,0
8341,16,0
8341,51,0
8341,56,0
8341,57,0
8341,58,0
8341,5461,0
8343,11,0
8343,16,0
8343,51,0
8343,56,0
8343,57,0
8343,58,0
8343,5461,0
8345,11,0
8345,16,0
8345,51,0
8345,56,0
8345,57,0
8345,58,0
8345,5461,0
8387,13,0
8387,16,0
8387,21,0
8387,2029,0
8397,13,0
8397,16,0
8397,21,0
8397,2029,0
8401,13,0
8401,16,0
8401,21,0
8401,2029,0
8409,13,0
8409,16,0
8409,21,0
8409,2029,0
8419,13,0
8419,16,0
8419,21,0
8419,2029,0
8427,13,0
8427,16,0
8427,21,0
8427,2029,0
8433,13,0
8433,16,0
8433,21,0
8433,2029,0
8437,13,0
8437,16,0
8437,21,0
8437,2029,0
8465,13,0
8465,16,0
8465,21,0
8465,2029,0
8477,13,0
8477,16,0
8477,21,0
8477,2029,0
8481,13,0
8481,16,0
8481,21,0
8481,2029,0
8489,13,0
8489,16,0
8489,21,0
8489,2029,0
8505,13,0
8505,16,0
8505,21,0
8505,2029,0
8517,13,0
8517,16,0
8517,21,0
8517,2029,0
8521,13,0
8521,16,0
8521,21,0
8521,2029,0
8529,13,0
8529,16,0
8529,21,0
8529,2029,0
8531,12,0
8531,16,0
8531,3201,0
8531,6186,1
8533,12,0
8533,16,0
8533,3201,0
8533,6186,1
8535,12,0
8535,16,0
8535,3201,0
8535,6186,1
8537,12,0
8537,16,0
8537,3201,0
8537,6186,1
8579,12,0
8579,16,0
8579,3201,0
8579,6186,1
8579,6953,0
8581,12,0
8581,16,0
8581,3201,0
8581,6186,1
8583,12,0
8583,16,0
8583,3201,0
8583,6186,1
8583,6953,0
8585,12,0
8585,16,0
8585,3201,0
8585,6186,1
8585,6953,0
8627,12,0
8627,16,0
8627,3201,0
8627,6186,1
8629,12,0
8629,16,0
8629,3201,0
8629,6186,1
8631,12,0
8631,16,0
8631,3201,0
8631,6186,1
8633,12,0
8633,16,0
8633,3201,0
8633,6186,1
8635,12,0
8635,16,0
8635,3201,0
8635,6186,1
8637,12,0
8637,16,0
8637,3201,0
8637,6186,1
8639,12,0
8639,16,0
8639,3201,0
8639,6186,1
8641,12,0
8641,16,0
8641,3201,0
8641,6186,1
8683,12,0
8683,16,0
8683,3201,0
8683,6186,1
8685,12,0
8685,16,0
8685,3201,0
8685,6186,1
8687,12,0
8687,16,0
8687,3201,0
8687,6186,1
8689,12,0
8689,16,0
8689,3201,0
8689,6186,1
8743,11,0
8743,16,0
8743,536,0
8744,11,0
8744,16,0
8744,536,0
8745,11,0
8745,16,0
8745,536,0
8746,11,0
8746,16,0
8746,536,0
8747,11,0
8747,16,0
8747,536,0
8748,11,0
8748,16,0
8748,536,0
8749,11,0
8749,16,0
8749,536,0
8750,11,0
8750,16,0
8750,536,0
8759,12,0
8759,16,0
8759,34,1
8759,42,0
8759,253,0
8759,254,0
8759,263,0
8759,3025,0
8785,12,0
8785,16,0
8785,34,1
8785,42,0
8785,253,0
8785,254,0
8785,263,0
8785,3025,0
8787,12,0
8787,16,0
8787,34,1
8787,42,0
8787,253,0
8787,254,0
8787,263,0
8787,3025,0
8789,12,0
8789,16,0
8789,34,1
8789,42,0
8789,253,0
8789,254,0
8789,263,0
8789,3025,0
8815,12,0
8815,16,0
8815,34,1
8815,42,0
8815,253,0
8815,254,0
8815,263,0
8815,3025,0
8817,12,0
8817,16,0
8817,34,1
8817,42,0
8817,253,0
8817,254,0
8817,263,0
8817,3025,0
8819,12,0
8819,16,0
8819,34,1
8819,42,0
8819,253,0
8819,254,0
8819,263,0
8819,3025,0
8821,12,0
8821,16,0
8821,34,1
8821,42,0
8821,253,0
8821,254,0
8821,263,0
8821,3025,0
8863,12,0
8863,16,0
8863,34,1
8863,42,0
8863,253,0
8863,254,0
8863,263,0
8863,3025,0
8865,12,0
8865,16,0
8865,34,1
8865,42,0
8865,253,0
8865,254,0
8865,263,0
8865,3025,0
8867,12,0
8867,16,0
8867,34,1
8867,42,0
8867,253,0
8867,254,0
8867,263,0
8867,3025,0
8869,12,0
8869,16,0
8869,34,1
8869,42,0
8869,253,0
8869,254,0
8869,263,0
8869,3025,0
8903,12,0
8903,16,0
8903,34,1
8903,42,0
8903,253,0
8903,254,0
8903,263,0
8903,3001,0
8905,12,0
8905,16,0
8905,34,1
8905,42,0
8905,253,0
8905,254,0
8905,263,0
8905,3001,0
8907,12,0
8907,16,0
8907,34,1
8907,42,0
8907,253,0
8907,254,0
8907,263,0
8907,3001,0
8909,12,0
8909,16,0
8909,34,1
8909,42,0
8909,253,0
8909,254,0
8909,263,0
8909,3001,0
9071,12,0
9071,16,0
9071,34,1
9071,42,0
9071,253,0
9071,254,0
9071,263,0
9071,3025,0
9073,12,0
9073,16,0
9073,34,1
9073,42,0
9073,253,0
9073,254,0
9073,263,0
9073,3025,0
9091,12,0
9091,16,0
9091,34,1
9091,42,0
9091,253,0
9091,254,0
9091,263,0
9091,3025,0
9093,12,0
9093,16,0
9093,34,1
9093,42,0
9093,253,0
9093,254,0
9093,263,0
9093,3025,0
9127,12,0
9127,16,0
9127,34,1
9127,42,0
9127,253,0
9127,254,0
9127,263,0
9127,3025,0
9129,12,0
9129,16,0
9129,34,1
9129,42,0
9129,253,0
9129,254,0
9129,263,0
9129,3025,0
9131,12,0
9131,16,0
9131,34,1
9131,42,0
9131,253,0
9131,254,0
9131,263,0
9131,3025,0
9133,12,0
9133,16,0
9133,34,1
9133,42,0
9133,253,0
9133,254,0
9133,263,0
9133,3025,0
9135,12,0
9135,16,0
9135,34,1
9135,42,0
9135,253,0
9135,254,0
9135,263,0
9135,3025,0
9137,12,0
9137,16,0
9137,34,1
9137,42,0
9137,253,0
9137,254,0
9137,263,0
9137,3025,0
9139,12,0
9139,16,0
9139,34,1
9139,42,0
9139,253,0
9139,254,0
9139,263,0
9139,3025,0
9141,12,0
9141,16,0
9141,34,1
9141,42,0
9141,253,0
9141,254,0
9141,263,0
9141,3025,0
9207,12,0
9207,16,0
9207,34,1
9207,42,0
9207,253,0
9207,254,0
9207,263,0
9207,3001,0
9209,12,0
9209,16,0
9209,34,1
9209,42,0
9209,253,0
9209,254,0
9209,263,0
9209,3001,0
9211,12,0
9211,16,0
9211,34,1
9211,42,0
9211,253,0
9211,254,0
9211,263,0
9211,3001,0
9213,12,0
9213,16,0
9213,34,1
9213,42,0
9213,253,0
9213,254,0
9213,263,0
9213,3001,0
9247,12,0
9247,16,0
9247,34,1
9247,42,0
9247,253,0
9247,254,0
9247,263,0
9247,3025,0
9249,12,0
9249,16,0
9249,34,1
9249,42,0
9249,253,0
9249,254,0
9249,263,0
9249,3025,0
9251,12,0
9251,16,0
9251,34,1
9251,42,0
9251,253,0
9251,254,0
9251,263,0
9251,3025,0
9253,12,0
9253,16,0
9253,34,1
9253,42,0
9253,253,0
9253,254,0
9253,263,0
9253,3025,0
9287,12,0
9287,16,0
9287,34,1
9287,42,0
9287,253,0
9287,254,0
9287,263,0
9287,3025,0
9289,12,0
9289,16,0
9289,34,1
9289,42,0
9289,253,0
9289,254,0
9289,263,0
9289,3025,0
9291,12,0
9291,16,0
9291,34,1
9291,42,0
9291,253,0
9291,254,0
9291,263,0
9291,3025,0
9293,12,0
9293,16,0
9293,34,1
9293,42,0
9293,253,0
9293,254,0
9293,263,0
9293,3025,0
9327,12,0
9327,16,0
9327,34,1
9327,42,0
9327,253,0
9327,254,0
9327,263,0
9327,3025,0
9329,12,0
9329,16,0
9329,34,1
9329,42,0
9329,253,0
9329,254,0
9329,263,0
9329,3025,0
9331,12,0
9331,16,0
9331,34,1
9331,42,0
9331,253,0
9331,254,0
9331,263,0
9331,3025,0
9333,12,0
9333,16,0
9333,34,1
9333,42,0
9333,253,0
9333,254,0
9333,263,0
9333,3025,0
9367,12,0
9367,16,0
9367,34,1
9367,42,0
9367,253,0
9367,254,0
9367,263,0
9367,3001,0
9369,12,0
9369,16,0
9369,34,1
9369,42,0
9369,253,0
9369,254,0
9369,263,0
9369,3001,0
9371,12,0
9371,16,0
9371,34,1
9371,42,0
9371,253,0
9371,254,0
9371,263,0
9371,3001,0
9373,12,0
9373,16,0
9373,34,1
9373,42,0
9373,253,0
9373,254,0
9373,263,0
9373,3001,0
9377,12,0
9377,16,0
9377,34,1
9377,42,0
9377,253,0
9377,254,0
9377,263,0
9377,3001,0
9411,12,0
9411,16,0
9411,34,1
9411,42,0
9411,253,0
9411,254,0
9411,263,0
9411,3001,0
9413,12,0
9413,16,0
9413,34,1
9413,42,0
9413,253,0
9413,254,0
9413,263,0
9413,3001,0
9415,12,0
9415,16,0
9415,34,1
9415,42,0
9415,253,0
9415,254,0
9415,263,0
9415,3001,0
9417,12,0
9417,16,0
9417,34,1
9417,42,0
9417,253,0
9417,254,0
9417,263,0
9417,3001,0
9419,12,0
9419,16,0
9419,34,1
9419,42,0
9419,253,0
9419,254,0
9419,263,0
9419,3001,0
9421,12,0
9421,16,0
9421,34,1
9421,42,0
9421,253,0
9421,254,0
9421,263,0
9421,3001,0
9451,12,0
9451,16,0
9451,34,1
9451,42,0
9451,253,0
9451,254,0
9451,263,0
9451,3001,0
9453,12,0
9453,16,0
9453,34,1
9453,42,0
9453,253,0
9453,254,0
9453,263,0
9453,3001,0
9455,12,0
9455,16,0
9455,34,1
9455,42,0
9455,253,0
9455,254,0
9455,263,0
9455,3001,0
9457,12,0
9457,16,0
9457,34,1
9457,42,0
9457,253,0
9457,254,0
9457,263,0
9457,3001,0
9491,12,0
9491,16,0
9491,34,1
9491,42,0
9491,253,0
9491,254,0
9491,263,0
9491,3001,0
9493,12,0
9493,16,0
9493,34,1
9493,42,0
9493,253,0
9493,254,0
9493,263,0
9493,3001,0
9495,12,0
9495,16,0
9495,34,1
9495,42,0
9495,253,0
9495,254,0
9495,263,0
9495,3001,0
9497,12,0
9497,16,0
9497,34,1
9497,42,0
9497,253,0
9497,254,0
9497,263,0
9497,3001,0
9518,13,0
9518,16,0
9518,3182,0
9518,6470,1
9519,13,0
9519,16,0
9519,3182,0
9519,6470,1
9520,13,0
9520,16,0
9520,3182,0
9520,6470,1
9521,13,0
9521,16,0
9521,3182,0
9521,6470,1
9522,13,0
9522,16,0
9522,3182,0
9522,6470,1
9556,13,0
9556,16,0
9556,21,0
9556,2052,0
9562,13,0
9562,16,0
9562,21,0
9562,2052,0
9566,13,0
9566,16,0
9566,21,0
9566,2052,0
9568,13,0
9568,16,0
9568,21,0
9568,2052,0
9570,13,0
9570,16,0
9570,21,0
9570,2052,0
9574,13,0
9574,16,0
9574,21,0
9574,2052,0
9580,13,0
9580,16,0
9580,21,0
9580,2052,0
9582,13,0
9582,16,0
9582,21,0
9582,2052,0
9608,13,0
9608,16,0
9608,3032,0
9608,5230,1
9622,13,0
9622,16,0
9622,3029,0
9622,5230,1
9632,13,0
9632,16,0
9632,3035,0
9632,5230,1
9646,13,0
9646,16,0
9646,3031,0
9646,5230,1
9660,13,0
9660,16,0
9660,3030,0
9660,5230,1
9668,12,0
9668,16,0
9668,38,1
9668,3002,0
9670,12,0
9670,16,0
9670,38,1
9670,3002,0
9678,12,0
9678,16,0
9678,38,1
9678,3002,0
9680,12,0
9680,16,0
9680,38,1
9680,3002,0
9702,12,0
9702,16,0
9702,38,1
9702,3002,0
9706,12,0
9706,16,0
9706,38,1
9706,3002,0
9728,12,0
9728,16,0
9728,38,1
9728,3002,0
9734,12,0
9734,16,0
9734,38,1
9734,3002,0
9744,12,0
9744,16,0
9744,38,1
9744,3002,0
9750,12,0
9750,16,0
9750,38,1
9750,3002,0
9762,12,0
9762,16,0
9762,38,1
9762,3002,0
9772,12,0
9772,16,0
9772,38,1
9772,3002,0
9784,12,0
9784,16,0
9784,38,1
9784,3002,0
9790,12,0
9790,16,0
9790,38,1
9790,3002,0
9800,12,0
9800,16,0
9800,38,1
9800,3002,0
9808,12,0
9808,16,0
9808,38,1
9808,3002,0
9869,10,1
9871,10,1
9871,592,1
9899,302,0
9899,304,0
9899,306,0
9899,308,0
9899,310,0
9941,302,0
9941,304,0
9941,306,0
9941,308,0
9941,310,0
9942,302,0
9942,304,0
9942,306,0
9942,308,0
9942,310,0
9943,302,0
9943,304,0
9943,306,0
9943,308,0
9943,310,0
9944,11,0
9944,16,0
9944,93,0
9944,96,0
9947,2735,0
9947,2746,0
9947,2748,0
9947,4970,0
9947,4989,0
9950,2737,0
9950,2739,0
9950,2745,0
9950,2749,0
9950,4951,0
9955,132,1
9955,267,0
9956,302,0
9956,304,0
9956,306,0
9956,308,0
9956,310,0
9957,2847,0
9959,10,1
9959,575,0
9959,2195,0
9960,10,1
9960,563,0
9960,575,0
9960,2196,0
9960,6695,0
9962,10,1
9965,10,1
9965,563,0
9965,575,0
9965,2193,0
9965,6695,0
9970,10,1
9970,575,0
9971,10,1
9977,10,1
9978,10,1
9978,563,0
9978,575,0
9978,2193,0
9978,6695,0
9983,10,1
9984,10,1
9984,563,0
9984,575,0
9984,2196,0
9984,6695,0
9987,10,1
9987,575,0
9987,2195,0
9988,10,1
9989,10,1
9989,575,0
9989,2192,0
9991,10,1
9991,575,0
9991,2195,0
9997,10,1
9998,10,1
9998,575,0
9998,2195,0
9999,10,1
10000,10,1
10001,10,1
10001,1878,0
10001,2196,0
10003,10,1
10013,10,1
10013,2192,0
10014,10,1
10014,2192,0
10015,10,1
10015,1879,0
10015,2192,0
10016,10,1
10016,2192,0
10017,10,1
10017,2193,0
10018,10,1
10018,1879,0
10018,2193,0
10019,10,1
10019,2192,0
10025,10,1
10025,2195,0
10026,10,1
10026,569,0
10026,2195,0
10027,10,1
10027,2195,0
10027,6846,0
10028,10,1
10028,2195,0
10030,10,1
10030,2196,0
10035,10,1
10035,575,0
10036,10,1
10036,563,0
10036,575,0
10036,2196,0
10036,6695,0
10037,10,1
10037,563,0
10037,575,0
10037,876,0
10037,878,0
10037,1752,0
10037,3661,0
10038,10,1
10038,563,0
10038,575,0
10038,876,0
10038,878,0
10038,1752,0
10038,3661,0
10039,4,1
10039,13,0
10039,16,0
10039,3201,0
10043,10,1
10044,10,1
10045,10,1
10046,10,1
10047,10,1
10048,10,1
10050,10,1
10050,1878,0
10050,2193,0
10052,10,1
10053,10,1
10054,10,1
10056,10,1
10056,1878,0
10056,2196,0
10057,10,1
10058,10,1
10060,10,1
10076,10,1
10076,575,0
10076,2195,0
10077,10,1
10078,10,1
10078,1878,0
10078,2193,0
10079,10,1
10080,10,1
10082,10,1
10082,1878,0
10082,2196,0
10083,10,1
10083,2197,0
10083,6691,0
10084,10,1
10084,575,0
10084,2195,0
10085,10,1
10086,10,1
10089,10,1
10089,2197,0
10089,6691,0
10090,10,1
10091,10,1
10092,10,1
10092,575,0
10092,2195,0
10095,10,1
10095,2197,0
10095,6691,0
10097,10,1
10097,575,0
10097,2195,0
10099,10,1
10099,563,0
10099,575,0
10099,2196,0
10099,6695,0
10100,10,1
10102,10,1
10102,575,0
10102,2195,0
10104,10,1
10104,563,0
10104,575,0
10104,878,0
10104,6695,0
10105,10,1
10106,10,1
10107,10,1
10108,10,1
10109,10,1
10110,10,1
10111,10,1
10112,10,1
10113,10,1
10114,10,1
10115,10,1
10116,10,1
10117,10,1
10118,10,1
10125,10,1
10126,10,1
10133,10,1
10134,10,1
10151,2735,0
10151,2746,0
10151,2748,0
10151,4970,0
10151,4989,0
10152,2735,0
10152,2746,0
10152,2748,0
10152,4970,0
10152,4989,0
10155,2737,0
10155,2739,0
10155,2745,0
10155,2749,0
10155,4951,0
10156,2737,0
10156,2739,0
10156,2745,0
10156,2749,0
10156,4951,0
10164,298,0
10164,2736,0
10164,2737,0
10164,2739,0
10164,2746,0
10165,298,0
10165,2736,0
10165,2737,0
10165,2739,0
10165,2746,0
10166,298,0
10166,2736,0
10166,2737,0
10166,2739,0
10166,2746,0
10188,11,0
10188,16,0
10188,93,0
10188,96,0
10190,11,0
10190,16,0
10190,93,0
10190,96,0
10204,290,0
10208,302,0
10208,304,0
10208,306,0
10208,308,0
10208,310,0
10209,302,0
10209,304,0
10209,306,0
10209,308,0
10209,310,0
10210,302,0
10210,304,0
10210,306,0
10210,308,0
10210,310,0
10211,302,0
10211,304,0
10211,306,0
10211,308,0
10211,310,0
10212,302,0
10212,304,0
10212,306,0
10212,308,0
10212,310,0
10213,302,0
10213,304,0
10213,306,0
10213,308,0
10213,310,0
10214,302,0
10214,304,0
10214,306,0
10214,308,0
10214,310,0
10215,302,0
10215,304,0
10215,306,0
10215,308,0
10215,310,0
10216,302,0
10216,304,0
10216,306,0
10216,308,0
10216,310,0
10217,302,0
10217,304,0
10217,306,0
10217,308,0
10217,310,0
10218,302,0
10218,304,0
10218,306,0
10218,308,0
10218,310,0
10219,302,0
10219,304,0
10219,306,0
10219,308,0
10219,310,0
10221,302,0
10221,304,0
10221,306,0
10221,308,0
10221,310,0
10222,302,0
10222,304,0
10222,306,0
10222,308,0
10222,310,0
10223,302,0
10223,304,0
10223,306,0
10223,308,0
10223,310,0
10224,302,0
10224,304,0
10224,306,0
10224,308,0
10224,310,0
10225,302,0
10225,304,0
10225,306,0
10225,308,0
10225,310,0
10226,302,0
10226,304,0
10226,306,0
10226,308,0
10226,310,0
10227,302,0
10227,304,0
10227,306,0
10227,308,0
10227,310,0
10228,446,0
10244,699,0
10246,17,1
10248,17,1
10250,17,1
10252,17,1
10257,649,0
10257,650,0
10258,649,0
10258,650,0
10260,649,0
10260,650,0
10264,132,1
10264,267,0
10265,10,1
10265,2193,0
10266,569,1
10266,2192,0
10273,10,1
10273,2195,0
10274,10,1
10274,2196,0
10275,10,1
10275,2195,0
10276,10,1
10276,2195,0
10277,10,1
10277,2195,0
10278,10,1
10278,2195,0
10278,6846,0
10279,10,1
10279,2195,0
10279,6846,0
10280,10,1
10280,2195,0
10281,10,1
10281,2196,0
10282,10,1
10282,2196,0
10283,10,1
10283,2195,0
10284,10,1
10284,1878,0
10284,2195,0
10285,10,1
10285,2195,0
10286,10,1
10286,2195,0
10287,10,1
10287,1878,0
10287,2196,0
10299,10,1
10299,2194,0
10629,12,0
10629,16,0
10629,40,0
10629,101,1
10629,3001,0
10631,12,0
10631,16,0
10631,40,0
10631,101,1
10631,3001,0
10642,13,0
10642,16,0
10642,40,0
10642,101,1
10648,10,1
10648,649,0
10648,650,0
10649,10,1
10650,10,1
10651,10,1
10651,575,0
10651,2192,0
10652,10,1
10652,575,0
10652,2195,0
10653,10,1
10654,10,1
10655,10,1
10656,10,1
10657,10,1
10658,10,1
10660,10,1
10663,10,1
10663,575,0
10663,2192,0
10664,10,1
10665,10,1
10665,649,0
10665,650,0
10666,10,1
10666,649,0
10666,650,0
10667,10,1
10667,649,0
10667,650,0
10668,10,1
10668,649,0
10668,650,0
10669,10,1
10669,1878,0
10669,2196,0
10670,10,1
10674,10,1
10674,563,0
10674,575,0
10674,2196,0
10674,6695,0
10676,10,1
10676,1878,0
10676,2196,0
10677,10,1
10678,12,0
10678,16,0
10678,34,1
10678,42,0
10678,3001,0
10680,12,0
10680,16,0
10680,34,1
10680,42,0
10680,3001,0
10688,12,0
10688,16,0
10688,34,1
10688,42,0
10688,3001,0
10690,12,0
10690,16,0
10690,34,1
10690,42,0
10690,3001,0
10692,12,0
10692,16,0
10692,34,1
10692,42,0
10692,3001,0
10694,12,0
10694,16,0
10694,34,1
10694,42,0
10694,3001,0
10766,10,1
10766,649,0
10766,650,0
10767,10,1
10767,649,0
10767,650,0
10768,10,1
10768,649,0
10768,650,0
10769,10,1
10769,649,0
10769,650,0
10770,10,1
10770,649,0
10770,650,0
10823,10,1
10824,10,1
10825,10,1
10826,10,1
10827,10,1
10828,10,1
10829,10,1
10830,10,1
10831,10,1
10832,10,1
10833,10,1
10834,10,1
10836,4,1
10836,13,0
10836,16,0
10836,3201,0
10838,4,1
10838,13,0
10838,16,0
10838,3201,0
10840,4,1
10840,13,0
10840,16,0
10840,3201,0
10842,4,1
10842,13,0
10842,16,0
10842,3201,0
10850,4,1
10850,13,0
10850,16,0
10850,3201,0
10858,4,1
10858,13,0
10858,16,0
10858,3201,0
10866,4,1
10866,13,0
10866,16,0
10866,3201,0
10868,4,1
10868,13,0
10868,16,0
10868,3201,0
10870,4,1
10870,13,0
10870,16,0
10870,3201,0
10872,4,1
10872,13,0
10872,16,0
10872,3201,0
10874,4,1
10874,13,0
10874,16,0
10874,3201,0
10876,4,1
10876,13,0
10876,16,0
10876,3201,0
10878,4,1
10878,13,0
10878,16,0
10878,3201,0
10880,4,1
10880,13,0
10880,16,0
10880,3201,0
10882,4,1
10882,13,0
10882,16,0
10882,3201,0
10884,4,1
10884,13,0
10884,16,0
10884,3201,0
10886,4,1
10886,13,0
10886,16,0
10886,3201,0
10888,4,1
10888,13,0
10888,16,0
10888,3201,0
10986,10,1
10987,10,1
10988,10,1
10989,10,1
10990,10,1
10991,10,1
10992,10,1
10993,10,1
10994,10,1
10995,10,1
10998,11,0
10998,16,0
10998,2645,0
10998,2646,0
10998,8121,1
10998,8123,0
10999,10,1
10999,569,0
11000,10,1
11000,569,0
11001,10,1
11001,563,0
11001,569,0
11002,10,1
11002,563,0
11002,569,0
11011,562,0
11011,918,0
11014,13,0
11014,16,0
11014,1495,0
11017,12,0
11017,16,0
11017,5264,0
11019,11774,0
11021,10,1
11021,2192,0
11022,10,1
11022,1879,0
11022,2192,0
11023,10,1
11023,569,0
11023,2192,0
11024,10,1
11024,569,0
11024,2192,0
11025,10,1
11025,2193,0
11026,10,1
11026,569,0
11026,1879,0
11026,2193,0
11027,569,1
11027,2192,0
11028,10,1
11028,569,0
11028,2192,0
11028,6695,0
11029,10,1
11029,569,0
11029,2192,0
11030,10,1
11030,2192,0
11031,569,1
11031,2193,0
11031,6695,0
11032,10,1
11032,569,0
11032,2195,0
11033,10,1
11033,569,0
11033,2195,0
11034,10,1
11034,2195,0
11034,6846,0
11035,10,1
11035,2195,0
11036,569,1
11036,2193,0
11036,6695,0
11037,10,1
11037,569,0
11037,2196,0
11037,6846,0
11038,10,1
11038,2196,0
11038,6846,0
11039,10,1
11039,2195,0
11040,10,1
11040,2195,0
11041,10,1
11041,2195,0
11042,10,1
11042,2195,0
11043,10,1
11043,2196,0
11043,6846,0
11044,10,1
11044,2196,0
11044,6846,0
11045,10,1
11045,2195,0
11046,10,1
11046,1878,0
11046,2195,0
11047,10,1
11047,2195,0
11048,10,1
11048,2195,0
11049,10,1
11049,2196,0
11050,10,1
11050,1878,0
11050,2196,0
11052,12,0
11052,16,0
11052,5264,0
11075,132,1
11078,132,1
11082,132,1
11082,152,0
11082,1006,0
11083,132,1
11083,152,0
11083,1004,0
11084,132,1
11084,152,0
11084,1007,0
11101,11,0
11101,16,0
11101,93,0
11101,96,0
11103,11,0
11103,16,0
11103,93,0
11103,96,0
11105,11,0
11105,16,0
11105,93,0
11105,96,0
11107,11,0
11107,16,0
11107,93,0
11107,96,0
11109,11,0
11109,16,0
11109,93,0
11109,96,0
11111,11,0
11111,16,0
11111,93,0
11111,96,0
11113,11,0
11113,16,0
11113,93,0
11113,96,0
11115,11,0
11115,16,0
11115,93,0
11115,96,0
11125,10,1
11126,10,1
11126,563,0
11126,1878,0
11126,2197,0
11126,3661,0
11126,6691,0
11127,10,1
11127,2197,0
11127,6691,0
11128,10,1
11128,563,0
11128,575,0
11128,876,0
11128,878,0
11128,1752,0
11128,3661,0
11128,6691,0
11137,10,1
11137,2197,0
11137,6691,0
11138,10,1
11138,2194,0
11138,6691,0
11139,10,1
11139,2197,0
11139,6691,0
11140,10,1
11140,2194,0
11140,6691,0
11172,706,0
11172,2252,0
11172,4168,0
11172,4479,0
11172,5260,0
11172,5460,0
11172,7117,0
11172,8129,0
11172,8130,0
11174,3366,0
11174,3367,0
11174,3371,0
11174,3588,0
11174,3589,0
11176,3495,0
11176,3514,0
11176,3766,0
11176,5080,0
11176,6170,0
11176,7117,0
11176,8120,0
11176,11431,0
11178,754,0
