effectID,effectName,effectCategory,preExpression,postExpression,description,guid,iconID,isOffensive,isAssistance,durationAttributeID,trackingSpeedAttributeID,dischargeAttributeID,rangeAttributeID,falloffAttributeID,disallowAutoRepeat,published,displayName,isWarpSafe,rangeChance,electronicChance,propulsionChance,distribution,sfxName,npcUsageChanceAttributeID,npcActivationChanceAttributeID,fittingUsageChanceAttributeID,modifierInfo
2901,missileKineticDmgBonusHeavy,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3324
"
2902,missileThermalDmgBonusHeavy,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3324
"
2903,missileEMDmgBonusHAM,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 25719
"
2904,missileExplosiveDmgBonusHAM,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 25719
"
2905,missileKineticDmgBonusHAM,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 25719
"
2906,missileThermalDmgBonusHAM,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 25719
"
2907,missileEMDmgBonusTorpedo,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3325
"
2908,missileExplosiveDmgBonusTorpedo,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3325
"
2909,missileKineticDmgBonusTorpedo,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3325
"
2910,missileThermalDmgBonusTorpedo,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 292
  operation: 6
  skillTypeID: 3325
"
2911,dataminerModuleDurationReduction,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 538
  modifiedAttributeID: 73
  modifyingAttributeID: 66
  operation: 6
"
2918,posStructureControlAmountBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: ItemModifier
  modifiedAttributeID: 1174
  modifyingAttributeID: 280
  operation: 2
"
2967,skillTriageModuleConsumptionQuantityBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 714
  modifyingAttributeID: 885
  operation: 3
  skillTypeID: 27906
"
2971,bombLaunching,None,None,None,None,effects.MissileDeployment,None,1,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"null
...
"
2974,skillRemoteECMDurationBonusSkillLevel,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1193
  modifyingAttributeID: 280
  operation: 0
"
2979,	skillRemoteHullRepairSystemsCapNeedBonus,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
  skillTypeID: 27902
"
2980,skillCapitalRemoteHullRepairSystemsCapNeedBonus,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 317
  operation: 6
  skillTypeID: 27936
"
2982,skillRemoteECMDurationBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 1193
  operation: 6
  skillTypeID: 27911
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2397
  modifyingAttributeID: 1193
  operation: 6
  skillTypeID: 27911
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2399
  modifyingAttributeID: 1193
  operation: 6
  skillTypeID: 27911
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2400
  modifyingAttributeID: 1193
  operation: 6
  skillTypeID: 27911
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 2398
  modifyingAttributeID: 1193
  operation: 6
  skillTypeID: 27911
"
3001,overloadRofBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 51
  modifyingAttributeID: 1205
  operation: 6
"
3002,overloadSelfDurationBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 1206
  operation: 6
"
3024,eliteBonusCoverOpsBombExplosiveDmg1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 569
  operation: 6
  skillTypeID: 28073
"
3025,overloadSelfDamageBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1210
  operation: 6
"
3026,eliteBonusCoverOpsBombKineticDmg1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 569
  operation: 6
  skillTypeID: 28073
"
3027,eliteBonusCoverOpsBombThermalDmg1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 569
  operation: 6
  skillTypeID: 28073
"
3028,eliteBonusCoverOpsBombEmDmg1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 569
  operation: 6
  skillTypeID: 28073
"
3029,overloadSelfEmHardeningBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 984
  modifyingAttributeID: 1208
  operation: 6
"
3030,overloadSelfThermalHardeningBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 987
  modifyingAttributeID: 1208
  operation: 6
"
3031,overloadSelfExplosiveHardeningBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 985
  modifyingAttributeID: 1208
  operation: 6
"
3032,overloadSelfKineticHardeningBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 986
  modifyingAttributeID: 1208
  operation: 6
"
3035,overloadSelfHardeningInvulnerabilityBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 984
  modifyingAttributeID: 1208
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 985
  modifyingAttributeID: 1208
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 986
  modifyingAttributeID: 1208
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 987
  modifyingAttributeID: 1208
  operation: 6
"
3036,skillBombDeploymentModuleReactivationDelayBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 669
  modifyingAttributeID: 2807
  operation: 6
  skillTypeID: 28073
"
3046,modifyMaxVelocityOfShipPassive,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 306
  operation: 4
"
3047,structureHPMultiplyPassive,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 150
  operation: 4
"
3061,heatDamageBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1213
  operation: 6
  skillTypeID: 3416
"
3160,controlTowerGenericHullResistanceBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 838
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 838
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 838
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 838
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 839
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 839
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 839
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 839
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 439
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 439
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 439
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 439
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 837
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 837
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 837
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 837
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 449
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 449
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 449
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 449
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 707
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 707
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 707
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 707
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 430
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 430
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 430
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 430
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 417
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 417
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 417
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 417
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 426
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 426
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 426
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 426
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 443
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 443
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 443
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 443
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 440
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 440
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 440
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 440
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 441
  modifiedAttributeID: 113
  modifyingAttributeID: 974
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 441
  modifiedAttributeID: 111
  modifyingAttributeID: 975
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 441
  modifiedAttributeID: 109
  modifyingAttributeID: 976
  operation: 0
- domain: shipID
  func: LocationGroupModifier
  groupID: 441
  modifiedAttributeID: 110
  modifyingAttributeID: 977
  operation: 0
"
3169,shieldTransportCpuNeedBonusEffect,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 50
  modifyingAttributeID: 1216
  operation: 6
  skillTypeID: 3422
"
3172,droneArmorDamageBonusEffect,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 84
  modifyingAttributeID: 1219
  operation: 6
  skillTypeID: 3436
"
3173,droneShieldBonusBonusEffect,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 68
  modifyingAttributeID: 1220
  operation: 6
  skillTypeID: 3436
"
3174,overloadSelfRangeBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 54
  modifyingAttributeID: 1222
  operation: 6
"
3175,overloadSelfSpeedBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 20
  modifyingAttributeID: 1223
  operation: 6
"
3182,overloadSelfECMStrenghtBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 238
  modifyingAttributeID: 1225
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 239
  modifyingAttributeID: 1225
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 240
  modifyingAttributeID: 1225
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 241
  modifyingAttributeID: 1225
  operation: 6
"
3189,overloadSelfECCMStrenghtBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1027
  modifyingAttributeID: 1226
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1028
  modifyingAttributeID: 1226
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1029
  modifyingAttributeID: 1226
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1030
  modifyingAttributeID: 1226
  operation: 6
"
3195,thermodynamicsSkillLevel,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 1229
  modifyingAttributeID: 280
  operation: 0
"
3196,thermodynamicsSkillDamageBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1229
  operation: 6
"
3200,overloadSelfArmorDamageAmountDurationBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 84
  modifyingAttributeID: 1230
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 1206
  operation: 6
"
3201,overloadSelfShieldBonusDurationBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,1,0,0,0,None,None,None,None,None,"- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 68
  modifyingAttributeID: 1231
  operation: 6
- domain: itemID
  func: ItemModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 1206
  operation: 6
"
3212,missileSkillFoFAoeCloudSizeBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 654
  modifyingAttributeID: 848
  operation: 6
  skillTypeID: 3322
"
3234,shipRocketExplosiveDmgAF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 464
  operation: 6
  skillTypeID: 3320
"
3235,shipRocketKineticDmgAF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 464
  operation: 6
  skillTypeID: 3320
"
3236,shipRocketThermalDmgAF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 464
  operation: 6
  skillTypeID: 3320
"
3237,shipRocketEmDmgAF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 464
  operation: 6
  skillTypeID: 3320
"
3241,eliteBonusGunshipArmorEmResistance1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 673
  operation: 6
"
3242,eliteBonusGunshipArmorThermalResistance1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 673
  operation: 6
"
3243,eliteBonusGunshipArmorKineticResistance1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 673
  operation: 6
"
3244,eliteBonusGunshipArmorExplosiveResistance1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 673
  operation: 6
"
3249,shipCapRecharge2AF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 55
  modifyingAttributeID: 485
  operation: 6
"
3254,tacticalShieldManipulationBonus2,None,None,None,None,,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 484
  modifyingAttributeID: 336
  operation: 2
"
3261,shipCommandBonusEffectiveMultiplierOreCapital2,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1236
  modifyingAttributeID: 1240
  operation: 4
"
3262,oreCapitalShipSkillMultiplier1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1239
  modifyingAttributeID: 280
  operation: 0
"
3263,oreCapitalShipSkillMultiplier2,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1240
  modifyingAttributeID: 280
  operation: 0
"
3264,skillCapitalIndustrialReconfigurationConsumptionQuantityBonus,None,None,None,None,None,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 714
  modifyingAttributeID: 885
  operation: 3
  skillTypeID: 28585
"
3267,shipConsumptionQuantityBonusIndustrialReconfigurationORECapital1,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 714
  modifyingAttributeID: 1239
  operation: 6
  skillTypeID: 28585
"
3268,miningDirectorBonusCommandBonusEffective,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 833
  modifyingAttributeID: 1236
  operation: 6
  skillTypeID: 22552
"
3297,shipEnergyNeutralizerTransferAmountBonusAB,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 71
  modifiedAttributeID: 97
  modifyingAttributeID: 492
  operation: 6
"
3298,shipEnergyNeutralizerTransferAmountBonusAC,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 71
  modifiedAttributeID: 97
  modifyingAttributeID: 478
  operation: 6
"
3299,shipEnergyNeutralizerTransferAmountBonusAF,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationGroupModifier
  groupID: 71
  modifiedAttributeID: 97
  modifyingAttributeID: 464
  operation: 6
"
3308,oreCapitalShipShieldTransferRange,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 54
  modifyingAttributeID: 1243
  operation: 6
  skillTypeID: 24571
"
3311,oreCapitalShipSkillMultiplier3,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1243
  modifyingAttributeID: 280
  operation: 0
"
3313,cloneVatMaxJumpCloneBonusSkillNew,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 979
  modifyingAttributeID: 1073
  operation: 6
"
3321,shipBonusORECapShipDroneDmgBonus,None,None,None,None,None,0,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1244
  operation: 6
  skillTypeID: 3436
"
3326,shipBonusORECapShipDroneArmorHPAndShieldHPAndHpBonus,None,None,None,None,,None,0,0,None,None,None,None,None,0,0,None,0,0,0,0,None,None,None,None,None,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 1244
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 1244
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 1244
  operation: 6
  skillTypeID: 3436
"
