attributeID,attributeName,description,iconID,defaultValue,published,displayName,unitID,stackable,highIsGood,categoryID
620,Signature Resolution,Prefered target signature. The base signature radius at which the turret's tracking speed is rated. ,None,1000.0,0,Signature Resolution,1,1,1,29
621,Tracking Speed at Optimal Range,Rated target transverse velocity at optimal range.,0,1.0,1,Tracking Speed at Optimal Range,10,1,1,7
622,None,"Determines the maximum weight of a ship that, ships that are to heavy get denied of service by this attribute",0,0.0,0,None,2,1,1,7
623,None,hot-fix for not allowing warpable cloaking modules on anything but covert-ops frigs,0,0.0,0,None,None,1,1,9
624,Warp Speed Bonus,"Autogenerated skill attribute, WarpSBonus",0,0.0,1,Warp Speed Bonus,105,1,1,7
625,None,Flat Bonus To NPC Bountys,0,0.0,0,None,None,1,1,9
626,None,Npc Bounty Multiplier,0,1.0,0,None,None,1,1,9
627,None,"Autogenerated skill attribute, bountySkillBonus",0,0.0,0,None,None,1,1,9
628,None,"Autogenerated skill attribute, bountySkillMultiplyer",0,0.0,0,None,None,1,1,9
629,None,The cargo group that can be loaded into this container,0,0.0,0,None,None,1,1,9
630,None,Duration between armor repair actions for entities.,0,0.0,0,None,None,1,1,3
631,None,Amount of armor repaired per cycle for entities.,0,0.0,0,None,None,1,1,3
632,None,,0,0.0,0,None,None,1,1,9
633,Meta Level,"Authoring has been moved to FSD
The ranking of the module within its tech level",1446,0.0,1,Meta Level,140,1,1,7
634,None,"Maximum ""Thrust angle"" for an object in Radians, 0 to pi (3.14).",0,3.0,0,None,None,1,1,9
635,None,"Maximum turn angle of a ship in Radians, 0 to pi (3.14).",0,3.0,0,None,None,1,1,9
636,None,How long between repeats.,0,10000.0,0,None,None,1,1,2
637,None,How much the shield is boosted each duration.,0,0.0,0,None,None,1,1,2
638,None,Chance that an entity will delay employing armor repair.,0,0.0,0,None,None,1,1,3
639,None,The chance an entity will delay repeating use of its shield boosting effect if it has one.,0,1.0,0,None,None,1,1,2
640,None,The chance an entity will respawn into his group if destroyed.,0,1.0,0,None,None,1,1,32
643,Arming Time,Delay after launch until a missile will do damage on impact.,0,0.0,1,Arming Time,3,1,1,7
644,None,Determines wether a missile launches aligned with the ship (0) or directly at the target (1).,0,0.0,0,None,None,1,1,9
645,Missile Velocity Bonus,Multiplier for the missile's speed.,0,1.0,1,Missile Velocity Bonus,104,1,1,30
646,Missile Flight Time Bonus,Multiplier for the missile's flight time.,0,1.0,1,Missile Flight Time Bonus,104,1,1,30
647,None,,0,1.0,0,None,None,1,1,9
648,Shield tuneup bonus,,0,0.0,1,Shield tuneup bonus,113,1,1,2
649,None,,0,0.0,0,None,None,1,1,9
650,Maximum Structure Distance,The distance that structures have to be from a control tower in order to work with it.,0,0.0,1,Maximum Structure Distance,1,1,1,7
651,Area of effect,Range of broadcasted decloaking field.,0,0.0,1,Area of effect,1,1,1,7
652,Signature Penalty,,0,0.0,1,Signature Penalty,109,1,1,7
653,Explosion Velocity,Velocity of the damage cloud created on impact.,1389,0.0,1,Explosion Velocity,10,0,1,7
654,Explosion Radius,Size of the damage cloud caused by impact.,1390,0.0,1,Explosion Radius,1,0,0,7
655,None,,0,0.0,0,None,None,1,1,9
656,None,,0,0.0,0,None,None,1,1,9
657,None,,0,0.0,0,None,None,1,1,9
658,None,,0,0.0,0,None,None,1,1,9
659,None,,0,0.0,0,None,None,1,1,9
660,None,The amount of kinetic damage that might be inflicted on collision.,0,0.0,0,None,113,1,1,9
661,None,Deprecated.,0,1.0,0,None,None,1,1,9
662,None,Deprecated.,0,1.0,0,None,None,1,1,9
663,None,,0,1.0,0,None,None,1,1,9
664,None,A multiplier used for the missile impact damage calculations.,0,1.0,0,None,None,1,1,9
665,None,The distance outside of which the entity activates their MWD equivalent.,0,2500.0,0,None,1,1,1,17
666,Restricted Ship Type,This module only fits on specific ship groups.  This is one of them.,0,0.0,1,Restricted Ship Type,115,1,1,7
667,Restricted Ship Type,This module only fits on specific ship groups.  This is one of them.,0,0.0,1,Restricted Ship Type,115,1,1,1
668,Restricted Ship Type,This module only fits on specific ship groups.  This is one of them.,0,0.0,1,Restricted Ship Type,115,1,1,7
669,Reactivation Delay,Amount of time that has to be waited after the deactivation of this module until it can be reactivated.,1392,0.0,1,Reactivation Delay,101,1,0,7
670,Area Of Effect Bonus,,1390,0.0,1,Area Of Effect Bonus,105,1,1,37
672,Orbit Velocity Bonus,,0,1.0,1,Orbit Velocity Bonus,109,1,1,7
673,None,,0,0.0,0,None,None,1,1,9
675,None,,0,0.0,0,None,None,1,1,9
676,Unanchoring Delay,How long it takes to unanchor this object.,1392,60000.0,1,Unanchoring Delay,101,1,1,7
677,Onlining Delay,How long it takes to bring this object online.,1392,60000.0,1,Onlining Delay,101,1,1,7
678,None,first bonus for support cruisers,0,0.0,0,None,None,1,1,9
679,None,second bonus for support cruisers,0,0.0,0,None,None,1,1,9
680,Shield Radius,Radius of the force shield that this structure generates.,0,0.0,1,Shield Radius,1,1,1,2
681,Stored Type 1,A type allowed to be placed in this container.,0,0.0,1,Stored Type 1,116,1,1,7
682,Stored Type 2,A type allowed to be placed in this container.,0,0.0,1,Stored Type 2,116,1,1,7
683,Stored Type 3,A type allowed to be placed in this container.,0,0.0,1,Stored Type 3,116,1,1,7
684,Storage Capacity 1,The amount of storage type 1 that can be fitted inside this structure.,0,0.0,1,Storage Capacity 1,9,1,1,7
685,Storage Capacity 2,The amount of storage type 2 that can be fitted inside this structure.,0,0.0,1,Storage Capacity 2,9,1,1,7
686,Storage Capacity 3,The amount of storage type 3 that can be fitted inside this structure.,0,0.0,1,Storage Capacity 3,9,1,1,7
687,Operation Consumption Rate,The number of units of a resource consumed per minute of operation.,0,0.0,1,Operation Consumption Rate,None,1,1,7
688,Reinforced Consumption Rate,The number of units of a resource consumed per minute of reinforced mode.,0,0.0,1,Reinforced Consumption Rate,None,1,1,7
689,None,The graphicID used for the structure when it is in package form.,None,2391.0,0,None,None,1,1,9
690,None,The radius of the structure when it is in package form.,0,250.0,0,None,None,1,1,9
691,None,The amount of time after attacking a target that an entity will wait before switching to a new one.,0,0.0,0,None,101,1,1,9
692,None,,0,0.0,0,None,None,1,1,9
693,None,,0,0.0,0,None,None,1,1,9
694,Reinforced Mode Type,,0,0.0,1,Reinforced Mode Type,116,1,1,7
695,Reinforced Mode Type,,0,0.0,1,Reinforced Mode Type,116,1,1,7
696,Reinforced Mode Type,,0,0.0,1,Reinforced Mode Type,116,1,1,7
697,Reinforced Mode Type,,0,0.0,1,Reinforced Mode Type,116,1,1,7
698,Reinforced Mode Type,,0,0.0,1,Reinforced Mode Type,116,1,1,7
699,Reinforced Mode Quantity,,0,0.0,1,Reinforced Mode Quantity,9,1,1,7
700,Reinforced Mode Quantity,,0,0.0,1,Reinforced Mode Quantity,9,1,1,7
701,Reinforced Mode Quantity,,0,0.0,1,Reinforced Mode Quantity,9,1,1,7
703,Reinforced Mode Quantity,,0,0.0,1,Reinforced Mode Quantity,9,1,1,7
704,Reinforced Mode Quantity,,0,0.0,1,Reinforced Mode Quantity,9,1,1,7
705,Online Mode Type,,None,0.0,1,Online Mode Type,116,1,1,7
706,Online Mode Type,,0,0.0,1,Online Mode Type,116,1,1,7
707,Online Mode Type,,0,0.0,1,Online Mode Type,116,1,1,7
708,Online Mode Type,,0,0.0,1,Online Mode Type,None,1,1,7
709,Harvested Type,The type of material harvested.,0,0.0,1,Harvested Type,116,1,1,7
710,None,The quality of the material harvested.,0,0.0,0,None,None,1,1,7
711,Moon Anchor Distance,How many meters from the standard warp-in distance a moon can be anchored from.,0,0.0,1,Moon Anchor Distance,1,1,1,7
712,Charge Usage Damage,How much a charge used by this object is damaged each time the object operates.,0,0.0,1,Charge Usage Damage,105,1,1,7
713,Consumption Type,The type of resource needed to be consumed for each activation cycle of this structure.,0,0.0,1,Consumption Type,116,1,1,7
714,Consumption Quantity,The amount of the given resource type needed to be consumed for each activation cycle of this structure.,0,0.0,1,Consumption Quantity,138,1,0,7
715,Maximum Operational Distance,The maximum distance at which the object can be used.,0,0.0,1,Maximum Operational Distance,1,1,1,7
716,Maximum Concurrent Operational Users,The maximum number of users that can be present within the operational range of the structure for it to be capable of operation.,0,0.0,1,Maximum Concurrent Operational Users,None,1,1,7
717,Refining Yield Multiplier,The factor by which the structure modifies the using pilot's refining yield rate.,0,0.5,1,Refining Yield Multiplier,127,1,1,7
719,Operational Duration,The amount of time that is taken to refine the ore into the end product.  The structure is busy for the length of this process.,0,0.0,1,Operational Duration,101,1,1,7
720,Refinery Capacity,The capacity of the refinery container.,0,0.0,1,Refinery Capacity,9,1,1,1
721,None,The factor by which the character can effect the amount of time that the Refining Delay takes.,0,1.0,0,None,None,1,1,9
722,Starbase Control Tower Period,The interval for fuel consumption of a control tower,0,10000.0,1,Starbase Control Tower Period,101,1,1,7
723,None,The chance that the customs official has of detecting contraband on board a scanned vessel,0,0.0,0,None,None,1,1,9
724,None,A modifier to the chance of contraband detection success of police who scan the pilot's vessel.,0,0.0,0,None,None,1,1,9
725,None,The chance that a passer by will be chosen as a target of a scan for contraband.,0,0.0,0,None,None,1,1,9
726,Moon Mining Amount,,0,1.0,1,Moon Mining Amount,9,1,1,9
727,None,,0,0.0,0,None,None,1,1,9
728,None,,0,0.0,0,None,105,1,1,9
729,None,,None,0.0,0,None,None,1,1,37
732,None,,0,0.0,0,None,None,1,1,9
733,None,,0,0.0,0,None,None,1,1,9
734,None,,None,0.0,0,None,None,1,1,37
735,None,,None,0.0,0,None,None,1,1,37
738,None,,None,0.0,0,None,None,1,1,37
739,None,,0,0.0,0,None,None,1,1,9
740,None,,None,0.0,0,None,None,1,1,37
741,None,,0,0.0,0,None,None,1,1,9
742,None,,0,0.0,0,None,None,1,1,9
743,None,,0,0.0,0,None,None,1,1,7
745,None,,0,0.0,0,None,None,1,1,9
746,None,,0,0.0,0,None,None,1,1,9
747,None,,0,0.0,0,None,None,1,1,9
748,None,,None,0.0,0,None,None,1,1,37
749,None,,None,0.0,0,None,None,1,1,37
750,None,,0,0.0,0,None,105,1,1,9
751,Hybrid Sentry Optimal Bonus,,0,0.0,1,Hybrid Sentry Optimal Bonus,105,1,1,7
752,None,,0,0.0,0,None,105,1,1,9
753,None,,0,0.0,0,None,105,1,1,9
754,None,,0,0.0,0,None,105,1,1,9
755,None,,0,0.0,0,None,105,1,1,9
756,None,,0,0.0,0,None,105,1,1,9
757,None,,0,0.0,0,None,105,1,1,9
758,None,destroyers attribute 1,0,0.0,0,None,None,1,1,9
759,None,destroyer attribute 2,0,0.0,0,None,None,1,1,9
760,Laser Sentry Proximity Bonus,,0,0.0,1,Laser Sentry Proximity Bonus,105,1,1,7
761,Projectile Sentry Proximity Bonus,,0,0.0,1,Projectile Sentry Proximity Bonus,105,1,1,7
762,Hybrid Sentry Proximity Bonus,,0,0.0,1,Hybrid Sentry Proximity Bonus,105,1,1,7
763,None,"Maximum modules of same group that can be activated at same time, 0 = no limit, 1 = 1",0,0.0,0,None,None,1,1,9
764,Target Jamming Duration Bonus,,0,0.0,1,Target Jamming Duration Bonus,105,1,1,6
765,None,Effective range of scanner in multiples of AUs,0,10.0,0,None,None,1,1,7
766,None,,0,0.0,0,None,105,1,1,9
767,Tracking Speed Bonus,Tracking Speed Bonus,1398,0.0,1,Tracking Speed Bonus,105,1,1,37
769,Optimal Range Bonus,,0,0.0,1,Optimal Range Bonus,105,1,1,6
770,None,Bonus attribute to entity Target Switch Delay,0,0.0,0,None,105,1,1,9
771,None,,0,0.0,0,None,None,1,1,7
772,None,,0,1.0,0,None,None,1,1,9
773,None,ORE mining barge bonus,0,0.0,0,None,None,1,1,9
774,None,ORE Mining barge bonus 2,0,0.0,0,None,None,1,1,9
775,None,funky stuff for mining barges,0,0.0,0,None,None,1,1,9
776,Missile Velocity Bonus,Velocity %bonus for given missile group for missile batteries.,0,0.0,1,Missile Velocity Bonus,105,1,1,7
777,Missile Damage Bonus,Damage %bonus for given missile group for missile batteries.,0,0.0,1,Missile Damage Bonus,105,1,1,7
778,Missile Explosion Delay Bonus,Exploision Delay (range) bonus for missile batteries,0,0.0,1,Missile Explosion Delay Bonus,105,1,1,7
779,None,"For charges, hidden attribute used by sentry guns to modify target pick range.",0,1.0,0,None,None,1,1,9
780,Cycle Time bonus,,0,0.0,1,Cycle Time bonus,105,1,1,7
781,Asteroid Specialization Group,The group at which the mining crystal is tuned to mine.,None,0.0,1,Asteroid Specialization Group,115,1,1,7
782,Asteroid Specialization Yield Modifier,The amount the yield is modified when mining the asteroid group this crystal is tuned for.,None,0.0,1,Asteroid Specialization Yield Modifier,104,1,1,51
783,Volatility,The chance of damage to the crystal each time it is used.,None,0.0,1,Volatility,127,1,1,7
784,Volatility Damage,The amount of damage done if the crystal is damaged in the process of using it.,None,0.0,1,Volatility Damage,113,1,1,7
785,Unfitting Capacitor Cost,The capacitor charge required to disengage this crystal from the unit it is installed in.,0,0.0,1,Unfitting Capacitor Cost,114,1,1,7
786,Crystals Take Damage,Whether this tool causes damage to crystals with each use of them.,0,0.0,1,Crystals Take Damage,137,1,1,7
787,Minimum Scan Deviation,Minimum scanning error,0,0.0,1,Minimum Scan Deviation,1,1,1,7
788,Maximum Scan Deviation,Maximum scan error,0,0.0,1,Maximum Scan Deviation,1,1,1,7
789,Specialty Crystal Mining Amount,,None,0.0,0,Specialty Crystal Mining Amount,9,1,1,51
790,Reprocessing Skill,The skill required to reprocess this ore type.,0,0.0,1,Reprocessing Skill,116,1,1,7
791,Probes to Analyze,Number of probes needed for an analyzis,0,3.0,1,Probes to Analyze,None,1,1,7
792,None,,0,0.0,0,None,105,1,1,9
793,None,Fixed Role Bonus on a ship.,0,0.0,0,None,None,1,1,37
794,None,Number of probes to analyze,0,3.0,0,None,None,1,1,9
795,None,,0,0.0,0,None,None,1,1,9
796,Mass Addition,Attribute for adding mass to a ship via an afterburner or MWD.,76,0.0,1,Mass Addition,2,1,0,7
797,Theoretical Maximum Targeting Range,The maximum possible target range.,1391,300000.0,0,Theoretical Maximum Targeting Range,1,1,1,6
798,None,"0: white (default)
1: red (hostile NPC)
2: blue (Neutral NPC)",0,0.0,0,None,None,1,1,31
799,Talisman Set Bonus,,0,2.0,1,Talisman Set Bonus,104,1,1,7
800,Contraband Detection Modifier,"Autogenerated skill attribute, contrabandDetectionChanceBonus",0,0.0,1,Contraband Detection Modifier,127,1,0,7
801,None,"Modules with this attribute set to 1 can not be used in deadspace. Modules with this attribute set to 2 can not be used in deadspace even where ""disableModuleBlocking"" is selected",0,0.0,0,None,None,1,1,9
802,Snake Set Bonus,,0,0.0,1,Snake Set Bonus,104,1,1,7
803,Asklepian Set Bonus,,0,0.0,1,Asklepian Set Bonus,104,1,1,7
804,None,,0,0.0,0,None,None,1,1,9
805,Quantity,Quantity contained.,0,0.0,1,Quantity,None,1,1,7
806,Repair Bonus,"Autogenerated skill attribute, repairBonus",1446,0.0,1,Repair Bonus,105,1,1,7
807,None,,0,0.0,0,None,None,1,1,9
808,None,,0,0.0,0,None,None,1,1,9
809,None,,0,0.0,0,None,None,1,1,9
811,None,,0,0.0,0,None,None,1,1,9
813,None,,0,0.0,0,None,None,1,1,9
814,None,,0,0.0,0,None,None,1,1,9
815,Fusion Strength,Amarr Propulsion Attack Strength for Warp Scramblers etc.,0,0.0,1,Fusion Strength,120,1,1,7
816,Ion Strength,Caldari Propulsion Attack Strength for Warp Scramblers etc.,0,0.0,1,Ion Strength,120,1,1,7
817,Magpulse Strength,Gallente Propulsion Attack Strength for Warp Scramblers etc.,0,0.0,1,Magpulse Strength,120,1,1,7
818,Plasma Strength,Minmatar Propulsion Attack Strength for Warp Scramblers etc.,0,0.0,1,Plasma Strength,120,1,1,7
823,None,"Effect for smartbombs, used to hit missiles only.",0,0.0,0,None,None,1,1,9
828,EW Strength Modifier,Skill attribute for increasing strength of EW modules.,0,0.0,1,EW Strength Modifier,105,0,1,7
829,None,Skill attribute for increasing strength of Propulsion modules.,0,0.0,0,None,None,1,1,9
830,None,Bonus used on Unique Loot in level 10 Angel cartel Deadspace Complexes.,0,5.0,0,None,None,1,1,9
831,None,"Used for target jam effects to reduce max locked targets of victem to a negative value to ensure the victem looses its targets, use extreme value",0,0.0,0,None,None,1,1,25
832,Target Painting Bonus,Skill attribute for increasing effectiveness on Target Painters,0,0.0,1,Target Painting Bonus,105,1,1,7
833,Command Bonus,,0,0.0,1,Command Bonus,121,1,1,7
834,None,,0,0.0,0,None,None,1,1,9
837,None,Used for stealth bombers to decrease power need on cruise launchers.,0,1.0,0,None,None,1,1,9
838,Crystal Set Bonus,,0,1.0,1,Crystal Set Bonus,104,1,1,7
839,None,,0,0.0,0,None,None,1,1,9
840,Agent ID,agentID to use when initiating NPC communications with this type.,0,0.0,1,Agent ID,None,1,1,9
841,Agent Comm Range,The range of the agent's communication sphere,0,100000.0,1,Agent Comm Range,1,1,1,9
842,Reaction Type 1,,0,0.0,1,Reaction Type 1,115,1,1,7
843,Reaction Type 2,,0,0.0,1,Reaction Type 2,115,1,1,7
844,Agent Auto Popup Range,"If the player comes within this range of this agent-in-space, an automatic communication window popup will occur.",0,5000.0,1,Agent Auto Popup Range,1,1,1,9
845,None,Hidden Attribute for tech 2 launcher damage bonus.,0,1.0,0,None,None,1,1,9
846,Scan Strength Bonus,,0,0.0,1,Scan Strength Bonus,105,1,1,7
847,Explosion Velocity Bonus,Increases velocity of missile explosion,1389,0.0,1,Explosion Velocity Bonus,105,1,1,37
848,Explosion Radius Bonus,Booster attribute to explosion radius of missiles vs. signature radius.,1390,0.0,1,Explosion Radius Bonus,105,1,1,37
849,None,"Can use cargo in space or not, 0 = no, 1 = yes",0,1.0,0,None,None,1,1,9
850,Squadron Command Bonus,"Autogenerated skill attribute, relayCPUBonus",0,0.0,1,Squadron Command Bonus,121,1,1,7
851,Capacitor Need Bonus,Bonus to capacitor need for shield boosters.,0,0.0,1,Capacitor Need Bonus,124,1,1,2
852,None,,0,0.0,0,None,None,1,1,9
853,None,Attribute on ship to make advanced command affect only ships that we want.,0,1.0,0,None,None,1,1,7
854,Disallows Assistance,"If this module is in use and this attribute is 1, then assistance modules cannot be used on the ship.",0,0.0,1,Disallows Assistance,137,1,1,6
855,None,Activating this module results in the temporary loss of all targets currently held or being locked.,0,0.0,0,None,None,1,1,6
857,None,,0,0.0,0,None,105,1,1,7
858,Explosion Radius Bonus,Affects the signature radius of the target in missile impact calculations.,0,1.0,1,Explosion Radius Bonus,109,1,1,30
859,Explosion Velocity Bonus,Affects the velocity of the target in missile impact calculations.,0,1.0,1,Explosion Velocity Bonus,109,1,1,30
860,None,,0,1.0,0,None,None,1,1,9
861,Onboard Jump Drive,1 = ship can use jump drive,0,0.0,0,Onboard Jump Drive,137,1,1,7
862,None,The weighting given to this type and its chance of being picked for a grouping.,0,0.0,0,None,None,1,1,9
863,Halo Set Bonus,,0,1.0,1,Halo Set Bonus,104,1,1,7
864,Amulet Set Bonus,,0,0.0,1,Amulet Set Bonus,104,1,1,7
865,None,How many meters from the standard warp-in distance a planet can be anchored from.,0,100000.0,0,None,1,1,1,9
866,Jump Drive Fuel Need,Type that is used for consumption from cargo hold when activating jump drive operation.,0,0.0,1,Jump Drive Fuel Need,116,1,1,7
867,Maximum Jump Range,Range in light years the ship can maximum jump to.,1391,0.0,1,Maximum Jump Range,126,1,1,7
868,Jump Drive Consumption Amount,Number of units it consumes per light year.,0,2000.0,1,Jump Drive Consumption Amount,138,0,0,7
869,None,The amount of time before the ship actually jumps.,0,300000.0,0,None,None,1,1,9
870,Jump Drive Range Bonus,Jump range bonus for jump drive operation.,0,0.0,1,Jump Drive Range Bonus,105,1,1,7
871,None,Skill bonus attribute that decreases the duration before iniating a jump.,0,0.0,0,None,105,1,1,9
872,None,"If this module is in use and this attribute is 1, then offensive modules cannot be used on the ship if they apply modifiers for the duration of their effect. If this is put on a ship or NPC with value of 1, then the ship or NPC are immune to offensive modifiers (target jamming, tracking disruption etc.)",0,0.0,0,None,None,1,1,6
874,None,,0,1.0,0,None,None,1,1,9
884,Mindlink Bonus,,0,0.0,1,Mindlink Bonus,105,1,1,7
885,Consumption Quantity Bonus,,0,0.0,1,Consumption Quantity Bonus,138,1,1,7
886,None,,0,0.0,0,None,None,1,1,9
887,None,,0,0.0,0,None,None,1,1,9
888,None,,0,0.0,0,None,None,1,1,9
889,None,,0,0.0,0,None,None,1,1,9
890,None,,0,0.0,0,None,None,1,1,9
891,None,,0,0.0,0,None,None,1,1,9
892,None,,0,0.0,0,None,None,1,1,9
893,None,,0,0.0,0,None,None,1,1,9
894,Speed Boost Bonus,Testing for fuels for speed boosters.,0,0.0,1,Speed Boost Bonus,105,1,1,7
895,Armor Repair Bonus,Bonus attribute for armor repair amount.,80,0.0,1,Armor Repair Bonus,105,1,1,7
896,Armor Repair Duration Bonus,,1392,0.0,1,Armor Repair Duration Bonus,105,1,1,7
897,Shield Boost Duration Bonus,,1392,0.0,1,Shield Boost Duration Bonus,105,1,1,2
898,Jump Drive Capacitor Need,Minimum capacitor need for jump drive operation from full capacitor in modifier%.,90,1.0,1,Jump Drive Capacitor Need,127,1,0,7
899,Jump Drive Capacitor Need Bonus,,90,0.0,1,Jump Drive Capacitor Need Bonus,105,1,1,7
901,Access Difficulty,The difficulty in opening this object.,0,0.0,1,Access Difficulty,None,1,1,7
902,Access Difficulty Bonus,Bonus to chance of opening a container.,0,0.0,1,Access Difficulty Bonus,121,1,1,7
903,None,Whether a spawn container should refill itself when there are no guards assigned to it.,0,0.0,0,None,None,1,1,9
904,None,,0,0.0,0,None,None,1,1,9
905,None,,0,10.0,0,None,None,1,1,9
906,None,"Signifies that this module if activated, will prevent ejection from the ship it is fitted to and extend the log out ship removal timer.",0,0.0,0,None,None,1,1,7
907,None,Indicates whether a ship type has a ship maintenance bay.,0,0.0,0,None,None,1,1,40
908,Ship Maintenance Bay Capacity,The capacity of the hangar in a ship.,71,0.0,1,Ship Maintenance Bay Capacity,9,1,1,40
909,None,Which group of modules that this ship limits the number of concurrent activations of.,0,0.0,0,None,None,1,1,9
910,Maximum Group Active,The amount of modules belonging to the same group that can be active at the same time.,0,0.0,1,Maximum Group Active,None,1,1,7
911,None,Whether this ship has fleet hangars.,0,0.0,0,None,None,1,1,40
912,Fleet Hangar Capacity,The capacity of the fleet hangar.,71,0.0,1,Fleet Hangar Capacity,9,1,1,40
913,None,,0,0.0,0,None,None,1,1,9
915,None,,0,0.0,0,None,None,1,1,9
917,None,,0,0.0,0,None,None,1,1,9
919,None,,0,0.0,0,None,None,1,1,9
921,None,,0,0.0,0,None,None,1,1,9
924,None,,0,0.0,0,None,None,1,1,9
925,None,,0,0.0,0,None,None,1,1,9
926,None,ORE Mining Barge bonus 3,0,0.0,0,None,None,1,1,9
927,CPU Penalty Reduction,CPU Penalty Reduction,1405,0.0,1,CPU Penalty Reduction,105,1,1,9
928,None,Target Jam multiplier on max locked targets for NPCs,0,1.0,0,None,None,1,1,25
929,ECM Activation time / duration,Duration of NPC effect,0,30000.0,1,ECM Activation time / duration,101,1,1,25
930,None,Chance of NPC effect to be activated each duration,0,0.0,0,None,None,1,1,25
931,None,Chance of NPC effect to be activated each duration,0,0.0,0,None,None,1,1,22
932,None,Chance of NPC effect to be activated each duration,0,0.0,0,None,None,1,1,24
933,None,Chance of NPC effect to be activated each duration,0,0.0,0,None,None,1,1,26
935,None,Chance of NPC effect to be activated each duration,0,0.0,0,None,None,1,1,21
936,ECM Optimal Range,Max Range for NPC Target Jam,1391,0.0,1,ECM Optimal Range,1,1,1,25
937,None,Range for NPC capacitor drain,0,0.0,0,None,None,1,1,22
938,None,Range from target for when the NPC activates the effect,0,0.0,0,None,None,1,1,24
940,None,Max range from for NPC tracking disrupt,0,0.0,0,None,None,1,1,26
941,None,Max Range for NPC Target Paint,0,0.0,0,None,None,1,1,21
942,Neutralization Duration,Duration of NPC Energy Neutralizer effect,0,30000.0,1,Neutralization Duration,101,1,1,22
943,None,Duration of NPC effect,0,30000.0,0,None,None,1,1,24
944,None,Duration of NPC effect,0,30000.0,0,None,None,1,1,26
945,None,Duration of NPC effect,0,30000.0,0,None,None,1,1,21
946,None,Amount of capacitor drained by NPC from target,0,0.0,0,None,None,1,1,22
947,None,Multiplier on max target range and scan resolution of target ship done by NPC,0,1.0,0,None,None,1,1,9
948,None,Multiplier on tracking speed and optimal range of player turrets done by NPC,0,1.0,0,None,None,1,1,26
949,None,Multiplier on signature radius of player ship done by NPC,0,1.0,0,None,None,1,1,9
950,None,Fall Off for NPC sensor dampen,0,0.0,0,None,None,1,1,24
951,None,Fall Off for NPC Tracking Disrupt,0,0.0,0,None,None,1,1,26
952,None,Fall Off for NPC Capacitor Drain,0,0.0,0,None,None,1,1,9
953,ECM Falloff Range,Fall Off for NPC Target Jam,1399,0.0,1,ECM Falloff Range,1,1,1,25
954,None,Fall Off for NPC Target Paint,0,0.0,0,None,None,1,1,21
955,None,,0,0.0,0,None,None,1,1,9
956,None,,0,0.0,0,None,None,1,1,9
957,None,,0,0.0,0,None,None,1,1,9
958,Hardening Bonus,"Autogenerated skill attribute, hardeningBonus",0,0.0,1,Hardening Bonus,105,1,1,7
959,None,,0,0.0,0,None,None,1,1,9
960,None,,0,0.0,0,None,None,1,1,9
961,None,,0,0.0,0,None,None,1,1,9
962,None,,0,0.0,0,None,None,1,1,9
963,None,,0,0.0,0,None,None,1,1,9
964,None,,1396,1.0,0,None,111,0,0,9
965,None,,1394,1.0,0,None,111,0,0,9
966,None,,1393,1.0,0,None,111,0,0,9
967,None,,1395,1.0,0,None,111,0,0,9
968,None,Used for Probes.,0,0.0,0,None,None,1,1,9
969,None,,1396,0.0,0,None,111,0,0,7
970,None,,1394,0.0,0,None,111,0,0,7
971,None,,1393,0.0,0,None,111,0,0,7
972,None,,1395,0.0,0,None,111,0,0,7
973,Signature radius bonus,,1390,0.0,1,Signature radius bonus,105,0,1,7
974,Structure EM Damage Resistance,,1396,1.0,1,Structure EM Damage Resistance,108,1,0,4
975,Structure Explosive Damage Resistance,,1395,1.0,1,Structure Explosive Damage Resistance,108,1,0,4
976,Structure Kinetic Damage Resistance,,1393,1.0,1,Structure Kinetic Damage Resistance,108,1,0,4
977,Structure Thermal Damage Resistance,,1394,1.0,1,Structure Thermal Damage Resistance,108,1,0,4
978,None,"Maximum modules of same group that can be onlined at same time, 0 = no limit, 1 = 1",0,0.0,0,None,None,1,1,9
979,Maximum Jump Clones,The maximum amount of jump clones that the character may have in existence or ship may have stored.,34,0.0,1,Maximum Jump Clones,None,1,1,7
980,None,The number of clone jump slots that the ship offers.,0,0.0,0,None,None,1,1,9
981,None,"If this module is active and the ship supports it, the ship can serve as a destination for clone jumps.",0,0.0,0,None,None,1,1,9
982,None,Defines whether a ship has the functionality to allow it to receive clone jumps and host jump clones.,0,0.0,0,None,None,1,1,9
983,Signature Radius Modifier,,1390,0.0,1,Signature Radius Modifier,1,1,0,7
984,EM Damage Resistance Bonus,,1396,0.0,1,EM Damage Resistance Bonus,124,0,0,7
985,Explosive Damage Resistance Bonus,,1395,0.0,1,Explosive Damage Resistance Bonus,124,0,0,7
986,Kinetic Damage Resistance Bonus,,1393,0.0,1,Kinetic Damage Resistance Bonus,105,0,0,7
987,Thermal Damage Resistance Bonus,,1394,0.0,1,Thermal Damage Resistance Bonus,124,0,0,7
988,None,,0,0.0,0,None,None,1,1,9
989,None,,0,0.0,0,None,None,1,1,9
990,None,,0,0.0,0,None,None,1,1,7
991,None,,0,0.0,0,None,None,1,1,7
992,None,,0,0.0,0,None,None,1,1,7
993,None,,0,0.0,0,None,None,1,1,7
994,Passive EM Damage Resistance Bonus,,1396,0.0,1,Passive EM Damage Resistance Bonus,105,0,0,7
